Ticker,Date,signals,short avg,long avg,short vol,long vol,positions
IFSPF,2019-12-03,0,11.755,11.862,0.0212,0.1734,-1.0
IFSPF,2019-12-04,0,11.74,11.87,0.0,0.1648,0.0
IFSPF,2019-12-05,0,11.74,11.808,0.0,0.1359,0.0
IFSPF,2019-12-06,0,11.74,11.746,0.0,0.0134,0.0
IFSPF,2019-12-09,0,11.445,11.622,0.4172,0.2639,0.0
IFSPF,2019-12-10,0,10.98,11.436,0.2404,0.4333,0.0
IFSPF,2019-12-11,0,10.81,11.25,0.0,0.4683,0.0
IFSPF,2019-12-12,0,10.81,11.064,0.0,0.4056,0.0
IFSPF,2019-12-13,0,10.81,10.878,0.0,0.1521,0.0
IFSPF,2019-12-16,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-17,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-18,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-19,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-20,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-23,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-24,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-26,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-27,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-30,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2019-12-31,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2020-01-02,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2020-01-03,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2020-01-06,0,10.81,10.81,0.0,0.0,0.0
IFSPF,2020-01-07,0,10.765,10.792,0.0636,0.0402,0.0
IFSPF,2020-01-08,0,10.72,10.774,0.0,0.0493,0.0
IFSPF,2020-01-09,0,10.72,10.756,0.0,0.0493,0.0
IFSPF,2020-01-10,0,10.72,10.738,0.0,0.0402,0.0
IFSPF,2020-01-13,0,10.72,10.72,0.0,0.0,0.0
IFSPF,2020-01-14,0,10.72,10.72,0.0,0.0,0.0
IFSPF,2020-01-15,0,10.72,10.72,0.0,0.0,0.0
IFSPF,2020-01-16,1,10.9,10.792,0.2546,0.161,1.0
IFSPF,2020-01-17,1,11.37,10.98,0.4101,0.4109,0.0
IFSPF,2020-01-21,1,11.755,11.206,0.1344,0.5266,0.0
IFSPF,2020-01-22,1,11.85,11.432,0.0,0.508,0.0
IFSPF,2020-01-23,1,11.85,11.658,0.0,0.3334,0.0
IFSPF,2020-01-24,1,11.85,11.812,0.0,0.085,0.0
IFSPF,2020-01-27,0,11.85,11.85,0.0,0.0,-1.0
IFSPF,2020-01-28,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-01-29,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-01-30,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-01-31,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-02-03,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-02-04,0,11.85,11.85,0.0,0.0,0.0
IFSPF,2020-02-05,0,11.56,11.734,0.4101,0.2594,0.0
IFSPF,2020-02-06,0,11.27,11.618,0.0,0.3177,0.0
IFSPF,2020-02-07,0,11.27,11.502,0.0,0.3177,0.0
IFSPF,2020-02-10,0,11.22,11.366,0.0707,0.274,0.0
IFSPF,2020-02-11,0,11.17,11.23,0.0,0.0548,0.0
IFSPF,2020-02-12,1,11.33,11.274,0.2263,0.1307,1.0
IFSPF,2020-02-13,1,11.885,11.476,0.5586,0.4681,0.0
IFSPF,2020-02-14,1,12.28,11.678,0.0,0.5649,0.0
IFSPF,2020-02-18,1,12.28,11.9,0.0,0.5325,0.0
IFSPF,2020-02-19,0,11.945,11.988,0.4738,0.4021,-1.0
IFSPF,2020-02-20,0,11.61,12.012,0.0,0.367,0.0
IFSPF,2020-02-21,0,11.57,11.862,0.0566,0.383,0.0
IFSPF,2020-02-24,0,11.53,11.712,0.0,0.32,0.0
IFSPF,2020-02-25,0,10.945,11.328,0.8273,0.5426,0.0
IFSPF,2020-02-26,0,10.335,11.068,0.0354,0.6702,0.0
IFSPF,2020-02-27,0,9.755,10.586,0.7849,0.9786,0.0
IFSPF,2020-02-28,0,9.2,10.12,0.0,0.9714,0.0
IFSPF,2020-03-02,0,8.98,9.566,0.3111,0.7248,0.0
IFSPF,2020-03-03,0,8.815,9.268,0.0778,0.6147,0.0
IFSPF,2020-03-04,0,8.885,8.986,0.0212,0.2022,0.0
IFSPF,2020-03-05,0,8.855,8.908,0.0636,0.172,0.0
IFSPF,2020-03-06,0,8.63,8.758,0.2546,0.1805,0.0
IFSPF,2020-03-09,0,7.97,8.504,0.6788,0.5949,0.0
IFSPF,2020-03-10,0,7.055,8.054,0.6152,0.9771,0.0
IFSPF,2020-03-11,0,6.62,7.598,0.0,1.0148,0.0
IFSPF,2020-03-12,0,5.96,6.896,0.9334,1.1691,0.0
IFSPF,2020-03-13,0,5.085,6.18,0.3041,1.0717,0.0
IFSPF,2020-03-16,0,4.885,5.662,0.0212,0.8909,0.0
IFSPF,2020-03-17,0,4.725,5.248,0.2475,0.8118,0.0
IFSPF,2020-03-18,0,4.145,4.672,0.5728,0.585,0.0
IFSPF,2020-03-19,0,3.595,4.302,0.2051,0.6677,0.0
IFSPF,2020-03-20,0,3.865,4.184,0.5869,0.5899,0.0
IFSPF,2020-03-23,1,3.99,3.944,0.4101,0.4542,1.0
IFSPF,2020-03-24,0,3.745,3.792,0.0636,0.3026,-1.0
IFSPF,2020-03-25,1,3.815,3.812,0.0354,0.3016,1.0
IFSPF,2020-03-26,1,4.315,4.08,0.6718,0.4556,0.0
IFSPF,2020-03-27,1,4.535,4.08,0.3606,0.4556,0.0
IFSPF,2020-03-30,1,4.225,4.174,0.0778,0.403,0.0
IFSPF,2020-03-31,1,4.38,4.334,0.297,0.3699,0.0
IFSPF,2020-04-01,0,4.345,4.386,0.3465,0.2935,-1.0
IFSPF,2020-04-02,0,4.2,4.288,0.1414,0.1875,0.0
IFSPF,2020-04-03,1,4.405,4.334,0.1485,0.2117,1.0
IFSPF,2020-04-06,1,4.665,4.464,0.2192,0.2757,0.0
IFSPF,2020-04-07,1,4.915,4.548,0.1344,0.3712,0.0
IFSPF,2020-04-08,1,4.985,4.72,0.0354,0.305,0.0
IFSPF,2020-04-09,1,5.13,4.92,0.2404,0.2882,0.0
IFSPF,2020-04-13,1,5.29,5.074,0.0141,0.2092,0.0
IFSPF,2020-04-14,1,5.415,5.22,0.1909,0.2401,0.0
IFSPF,2020-04-15,1,5.245,5.206,0.4313,0.2569,0.0
IFSPF,2020-04-16,0,4.67,5.094,0.3818,0.4445,-1.0
IFSPF,2020-04-17,0,4.445,4.932,0.0636,0.4953,0.0
IFSPF,2020-04-20,0,4.485,4.772,0.0071,0.4839,0.0
IFSPF,2020-04-21,0,4.48,4.558,0.0,0.2166,0.0
IFSPF,2020-04-22,1,4.48,4.466,0.0,0.0371,1.0
IFSPF,2020-04-23,1,4.615,4.536,0.1909,0.1197,0.0
IFSPF,2020-04-24,1,4.775,4.598,0.0354,0.1625,0.0
IFSPF,2020-04-27,1,4.96,4.726,0.2263,0.2657,0.0
IFSPF,2020-04-28,1,5.325,4.936,0.2899,0.4024,0.0
IFSPF,2020-04-29,1,5.825,5.264,0.4172,0.5709,0.0
IFSPF,2020-04-30,1,6.155,5.552,0.0495,0.6087,0.0
IFSPF,2020-05-01,1,5.885,5.708,0.4313,0.4461,0.0
IFSPF,2020-05-04,0,5.54,5.784,0.0566,0.3408,-1.0
IFSPF,2020-05-05,0,5.545,5.796,0.0636,0.3305,0.0
IFSPF,2020-05-06,0,5.545,5.672,0.0636,0.2927,0.0
IFSPF,2020-05-07,1,5.595,5.572,0.1344,0.0785,1.0
IFSPF,2020-05-08,1,5.645,5.576,0.0636,0.0796,0.0
IFSPF,2020-05-11,1,5.6,5.596,0.0,0.0673,0.0
IFSPF,2020-05-12,1,5.6,5.598,0.0,0.0672,0.0
IFSPF,2020-05-13,0,5.6,5.618,0.0,0.0402,-1.0
IFSPF,2020-05-14,1,5.68,5.632,0.1131,0.0716,1.0
IFSPF,2020-05-15,1,5.815,5.686,0.0778,0.124,0.0
IFSPF,2020-05-18,1,5.865,5.738,0.0071,0.1331,0.0
IFSPF,2020-05-19,1,6.395,6.004,0.7566,0.5289,0.0
IFSPF,2020-05-20,1,6.915,6.264,0.0212,0.5959,0.0
IFSPF,2020-05-21,1,6.95,6.512,0.0707,0.5918,0.0
IFSPF,2020-05-22,1,7.0,6.738,0.0,0.4928,0.0
IFSPF,2020-05-26,1,7.055,6.988,0.0778,0.0811,0.0
IFSPF,2020-05-27,1,7.2,7.06,0.1273,0.1485,0.0
IFSPF,2020-05-28,1,7.135,7.076,0.2192,0.1301,0.0
IFSPF,2020-05-29,0,6.99,7.076,0.0141,0.1301,-1.0
IFSPF,2020-06-01,0,6.96,7.06,0.0566,0.1458,0.0
IFSPF,2020-06-02,1,7.17,7.122,0.3536,0.2196,1.0
IFSPF,2020-06-03,1,7.46,7.164,0.0566,0.2733,0.0
IFSPF,2020-06-04,1,7.7,7.348,0.2828,0.3991,0.0
IFSPF,2020-06-05,1,8.14,7.624,0.3394,0.5478,0.0
IFSPF,2020-06-08,1,8.44,7.94,0.0849,0.4932,0.0
IFSPF,2020-06-09,1,8.39,8.112,0.1556,0.4093,0.0
IFSPF,2020-06-10,0,8.15,8.216,0.1838,0.25,-1.0
IFSPF,2020-06-11,0,7.715,8.118,0.4313,0.4335,0.0
IFSPF,2020-06-12,0,7.115,7.806,0.4172,0.6858,0.0
IFSPF,2020-06-15,0,6.805,7.464,0.0212,0.6795,0.0
IFSPF,2020-06-16,0,6.985,7.244,0.2758,0.5049,0.0
IFSPF,2020-06-17,1,7.18,7.076,0.0,0.2648,1.0
IFSPF,2020-06-18,1,7.19,7.034,0.0141,0.2095,0.0
IFSPF,2020-06-19,1,7.57,7.258,0.5233,0.4182,0.0
IFSPF,2020-06-22,1,8.05,7.532,0.1556,0.4793,0.0
IFSPF,2020-06-23,1,8.365,7.81,0.2899,0.6095,0.0
IFSPF,2020-06-24,1,8.255,7.962,0.4455,0.4976,0.0
IFSPF,2020-06-25,0,7.95,8.114,0.0141,0.2713,-1.0
IFSPF,2020-06-26,0,7.815,8.06,0.2051,0.3341,0.0
IFSPF,2020-06-29,0,7.635,7.948,0.0495,0.3826,0.0
IFSPF,2020-06-30,0,7.84,7.85,0.3394,0.2049,0.0
IFSPF,2020-07-01,1,8.08,7.878,0.0,0.2285,1.0
IFSPF,2020-07-02,1,8.5,8.07,0.594,0.5253,0.0
IFSPF,2020-07-06,1,8.94,8.328,0.0283,0.5922,0.0
IFSPF,2020-07-07,1,8.975,8.606,0.0212,0.4808,0.0
IFSPF,2020-07-08,1,9.015,8.798,0.0354,0.4038,0.0
IFSPF,2020-07-09,1,9.125,9.024,0.1202,0.1128,0.0
IFSPF,2020-07-10,1,9.55,9.218,0.4808,0.3879,0.0
IFSPF,2020-07-13,1,9.895,9.406,0.0071,0.4538,0.0
IFSPF,2020-07-14,1,9.765,9.534,0.1909,0.3934,0.0
IFSPF,2020-07-15,1,10.0,9.8,0.5233,0.4243,0.0
IFSPF,2020-07-16,1,10.315,10.01,0.0778,0.3012,0.0
IFSPF,2020-07-17,1,10.58,10.212,0.4525,0.4839,0.0
IFSPF,2020-07-20,1,10.895,10.41,0.0071,0.5251,0.0
IFSPF,2020-07-21,1,10.925,10.676,0.0495,0.3329,0.0
IFSPF,2020-07-22,1,10.74,10.706,0.3111,0.3039,0.0
IFSPF,2020-07-23,0,10.53,10.762,0.0141,0.2136,-1.0
IFSPF,2020-07-24,0,10.675,10.744,0.1909,0.2026,0.0
IFSPF,2020-07-27,1,11.01,10.808,0.2828,0.2913,1.0
IFSPF,2020-07-28,1,11.435,10.948,0.3182,0.4859,0.0
IFSPF,2020-07-29,1,11.61,11.156,0.0707,0.4794,0.0
IFSPF,2020-07-30,1,11.58,11.368,0.0283,0.3579,0.0
IFSPF,2020-07-31,1,11.655,11.548,0.0778,0.1974,0.0
IFSPF,2020-08-03,1,11.71,11.648,0.0,0.0669,0.0
IFSPF,2020-08-04,1,11.695,11.652,0.0212,0.0683,0.0
IFSPF,2020-08-05,1,11.77,11.712,0.1273,0.0942,0.0
IFSPF,2020-08-06,1,11.705,11.702,0.2192,0.1103,0.0
IFSPF,2020-08-07,1,11.83,11.782,0.396,0.2139,0.0
IFSPF,2020-08-10,1,12.18,11.89,0.099,0.2909,0.0
IFSPF,2020-08-11,1,12.075,11.934,0.2475,0.2669,0.0
IFSPF,2020-08-12,0,11.835,11.916,0.0919,0.276,-1.0
IFSPF,2020-08-13,0,12.01,12.056,0.3394,0.2147,0.0
IFSPF,2020-08-14,1,12.23,12.076,0.0283,0.2253,1.0
IFSPF,2020-08-17,1,12.465,12.17,0.3606,0.3686,0.0
IFSPF,2020-08-18,1,12.86,12.39,0.198,0.4789,0.0
IFSPF,2020-08-19,1,13.415,12.802,0.5869,0.6629,0.0
IFSPF,2020-08-20,1,13.87,13.134,0.0566,0.7297,0.0
IFSPF,2020-08-21,1,13.99,13.506,0.1131,0.6042,0.0
IFSPF,2020-08-24,1,14.05,13.768,0.0283,0.4398,0.0
IFSPF,2020-08-25,0,13.915,13.928,0.1626,0.1192,-1.0
IFSPF,2020-08-26,0,13.69,13.878,0.1556,0.1974,0.0
IFSPF,2020-08-27,0,13.6,13.82,0.0283,0.2262,0.0
IFSPF,2020-08-28,0,13.69,13.758,0.099,0.1778,0.0
IFSPF,2020-08-31,0,13.62,13.648,0.198,0.1316,0.0
IFSPF,2020-09-01,0,13.34,13.528,0.198,0.2091,0.0
IFSPF,2020-09-02,0,13.295,13.49,0.1344,0.2145,0.0
IFSPF,2020-09-03,0,13.19,13.364,0.2828,0.2906,0.0
IFSPF,2020-09-04,0,12.75,13.114,0.3394,0.3866,0.0
IFSPF,2020-09-08,0,12.375,12.866,0.1909,0.4796,0.0
IFSPF,2020-09-09,0,12.31,12.702,0.099,0.477,0.0
IFSPF,2020-09-10,0,12.38,12.5,0.0,0.2901,0.0
IFSPF,2020-09-11,0,12.375,12.376,0.0071,0.0956,0.0
NGM,2019-04-04,1,13.685,12.874,1.8597,1.1899,1.0
NGM,2019-04-05,1,15.095,13.464,0.1344,1.4904,0.0
NGM,2019-04-08,1,15.205,14.032,0.0212,1.515,0.0
NGM,2019-04-09,1,15.505,14.714,0.4031,1.3432,0.0
NGM,2019-04-10,1,16.2,15.562,0.5798,0.656,0.0
NGM,2019-04-11,1,16.725,15.93,0.1626,0.7684,0.0
NGM,2019-04-12,1,16.475,16.114,0.5162,0.6476,0.0
NGM,2019-04-15,1,16.455,16.43,0.4879,0.4608,0.0
NGM,2019-04-16,0,16.5,16.512,0.4243,0.3388,-1.0
NGM,2019-04-17,0,16.035,16.364,0.2333,0.4336,0.0
NGM,2019-04-18,0,15.935,16.196,0.0919,0.3595,0.0
NGM,2019-04-22,0,15.75,16.074,0.3536,0.4795,0.0
NGM,2019-04-23,0,15.6,15.854,0.1414,0.2694,0.0
NGM,2019-04-24,1,15.975,15.864,0.3889,0.2859,1.0
NGM,2019-04-25,1,15.825,15.77,0.601,0.3528,0.0
NGM,2019-04-26,0,15.445,15.668,0.0636,0.3433,-1.0
NGM,2019-04-29,0,15.715,15.756,0.3182,0.3459,0.0
NGM,2019-04-30,1,15.955,15.81,0.0212,0.3559,1.0
NGM,2019-05-01,1,15.985,15.76,0.0212,0.2901,0.0
NGM,2019-05-02,1,15.95,15.86,0.0707,0.2101,0.0
NGM,2019-05-03,0,15.925,15.952,0.0354,0.037,-1.0
NGM,2019-05-06,0,15.83,15.906,0.1697,0.1155,0.0
NGM,2019-05-07,0,15.22,15.658,0.693,0.5303,0.0
NGM,2019-05-08,0,14.675,15.382,0.0778,0.6527,0.0
NGM,2019-05-09,0,14.675,15.148,0.0778,0.6299,0.0
NGM,2019-05-10,0,14.545,14.83,0.2616,0.5146,0.0
NGM,2019-05-13,0,14.09,14.452,0.3818,0.3843,0.0
NGM,2019-05-14,0,13.715,14.228,0.1485,0.4928,0.0
NGM,2019-05-15,0,13.535,13.996,0.1061,0.5335,0.0
NGM,2019-05-16,0,13.43,13.73,0.0424,0.3877,0.0
NGM,2019-05-17,0,12.94,13.354,0.6505,0.5148,0.0
NGM,2019-05-20,0,12.915,13.26,0.6152,0.4468,0.0
NGM,2019-05-21,1,13.425,13.238,0.1061,0.4276,1.0
NGM,2019-05-22,1,13.985,13.44,0.6859,0.7064,0.0
NGM,2019-05-23,1,14.69,13.742,0.3111,0.9616,0.0
NGM,2019-05-24,1,14.955,14.246,0.0636,0.7776,0.0
NGM,2019-05-28,1,15.0,14.576,0.0,0.6403,0.0
NGM,2019-05-29,1,14.95,14.856,0.0707,0.221,0.0
NGM,2019-05-30,0,14.885,14.936,0.0212,0.0602,-1.0
NGM,2019-05-31,0,14.615,14.826,0.3606,0.267,0.0
NGM,2019-06-03,0,14.25,14.654,0.1556,0.38,0.0
NGM,2019-06-04,0,13.855,14.368,0.4031,0.5531,0.0
NGM,2019-06-05,0,13.355,14.016,0.3041,0.6763,0.0
NGM,2019-06-06,0,13.405,13.776,0.3748,0.4826,0.0
NGM,2019-06-07,0,13.41,13.534,0.3677,0.4152,0.0
NGM,2019-06-10,1,13.4685,13.4634,0.4504,0.3007,1.0
NGM,2019-06-11,1,13.7985,13.5114,0.0163,0.3387,0.0
NGM,2019-06-12,1,13.63,13.5734,0.2546,0.2763,0.0
NGM,2019-06-13,1,13.8525,13.6904,0.5692,0.416,0.0
NGM,2019-06-14,1,14.169,13.877,0.1216,0.3083,0.0
NGM,2019-06-17,1,13.9215,13.8716,0.2284,0.3105,0.0
NGM,2019-06-18,0,13.88,13.9096,0.1697,0.3127,-1.0
NGM,2019-06-19,0,13.855,13.9616,0.2051,0.2271,0.0
NGM,2019-06-20,0,13.75,13.8686,0.0566,0.1631,0.0
NGM,2019-06-21,1,13.83,13.826,0.0566,0.1133,1.0
NGM,2019-06-24,1,13.89,13.856,0.0283,0.1113,0.0
NGM,2019-06-25,1,14.045,13.892,0.1909,0.1784,0.0
NGM,2019-06-26,1,14.345,14.052,0.2333,0.295,0.0
NGM,2019-06-27,1,14.68,14.264,0.2404,0.4158,0.0
NGM,2019-06-28,1,14.8,14.44,0.0707,0.3929,0.0
NGM,2019-07-01,1,14.875,14.658,0.1768,0.3212,0.0
NGM,2019-07-02,1,14.99,14.818,0.0141,0.1999,0.0
NGM,2019-07-03,0,14.72,14.808,0.3677,0.2195,-1.0
NGM,2019-07-05,0,14.175,14.616,0.4031,0.4608,0.0
NGM,2019-07-08,0,13.875,14.438,0.0212,0.5578,0.0
NGM,2019-07-09,0,13.695,14.144,0.2333,0.5747,0.0
NGM,2019-07-10,0,13.64,13.898,0.1556,0.3445,0.0
NGM,2019-07-11,1,13.82,13.784,0.099,0.1532,1.0
NGM,2019-07-12,1,13.92,13.796,0.0424,0.1655,0.0
NGM,2019-07-15,1,13.8,13.754,0.2121,0.1717,0.0
NGM,2019-07-16,0,13.715,13.804,0.0919,0.1182,-1.0
NGM,2019-07-17,1,13.985,13.892,0.2899,0.202,1.0
NGM,2019-07-18,1,14.295,13.994,0.1485,0.3039,0.0
NGM,2019-07-19,1,14.265,14.03,0.1909,0.308,0.0
NGM,2019-07-22,0,14.07,14.102,0.0849,0.2288,-1.0
NGM,2019-07-23,0,13.605,13.986,0.5728,0.4616,0.0
NGM,2019-07-24,0,13.145,13.766,0.0778,0.5855,0.0
NGM,2019-07-25,0,13.31,13.592,0.3111,0.4674,0.0
NGM,2019-07-26,1,13.51,13.464,0.0283,0.358,1.0
NGM,2019-07-29,1,13.575,13.394,0.1202,0.239,0.0
NGM,2019-07-30,1,13.69,13.498,0.0424,0.2465,0.0
NGM,2019-07-31,1,13.905,13.698,0.2616,0.2383,0.0
NGM,2019-08-01,1,14.08,13.806,0.0141,0.2641,0.0
NGM,2019-08-02,1,14.025,13.904,0.0636,0.2008,0.0
NGM,2019-08-05,1,14.05,13.996,0.099,0.1629,0.0
NGM,2019-08-06,1,14.1895,14.1038,0.0983,0.1013,0.0
NGM,2019-08-07,1,14.3545,14.1758,0.1351,0.1835,0.0
NGM,2019-08-08,1,14.215,14.1578,0.3323,0.2002,0.0
NGM,2019-08-09,0,14.065,14.1918,0.1202,0.1753,-1.0
NGM,2019-08-12,0,14.075,14.1678,0.1061,0.1947,0.0
NGM,2019-08-13,0,13.945,14.094,0.0778,0.2198,0.0
NGM,2019-08-14,1,14.445,14.204,0.7849,0.4547,1.0
NGM,2019-08-15,1,14.83,14.34,0.2404,0.4723,0.0
NGM,2019-08-16,1,14.975,14.568,0.4455,0.6121,0.0
NGM,2019-08-19,1,15.145,14.768,0.2051,0.5391,0.0
NGM,2019-08-20,1,15.0,14.99,0.0,0.2232,0.0
NGM,2019-08-21,1,15.045,15.008,0.0636,0.2277,0.0
NGM,2019-08-22,1,15.42,15.226,0.4667,0.316,0.0
NGM,2019-08-23,1,16.625,15.668,1.2374,1.0712,0.0
NGM,2019-08-26,1,17.5,16.168,0.0,1.2499,0.0
NGM,2019-08-27,1,17.58,16.7,0.1131,1.1933,0.0
NGM,2019-08-28,1,17.245,17.048,0.5869,0.793,0.0
NGM,2019-08-29,0,16.675,17.202,0.2192,0.4977,-1.0
NGM,2019-08-30,0,16.915,17.164,0.5586,0.4761,0.0
NGM,2019-09-03,1,17.58,17.234,0.3818,0.5567,1.0
NGM,2019-09-04,1,17.795,17.25,0.0778,0.5729,0.0
NGM,2019-09-05,1,18.035,17.55,0.4172,0.6806,0.0
NGM,2019-09-06,0,17.565,17.606,1.0819,0.5786,-1.0
NGM,2019-09-09,0,16.34,17.32,0.6505,0.9774,0.0
NGM,2019-09-10,0,15.775,16.884,0.1485,1.1524,0.0
NGM,2019-09-11,0,15.485,16.396,0.2616,1.2143,0.0
NGM,2019-09-12,0,15.699,15.9496,0.5643,0.5591,0.0
NGM,2019-09-13,1,16.009,15.7736,0.1259,0.3054,1.0
NGM,2019-09-16,1,15.865,15.7596,0.0778,0.3009,0.0
NGM,2019-09-17,1,15.81,15.7876,0.0,0.2969,0.0
NGM,2019-09-18,1,15.96,15.9496,0.2121,0.148,0.0
NGM,2019-09-19,1,15.86,15.852,0.3536,0.1825,0.0
NGM,2019-09-20,1,15.96,15.93,0.495,0.2775,0.0
NGM,2019-09-23,1,16.405,16.068,0.1344,0.3617,0.0
NGM,2019-09-24,1,16.555,16.228,0.0778,0.3945,0.0
NGM,2019-09-25,1,16.2325,16.177,0.5339,0.4286,0.0
NGM,2019-09-26,0,15.8125,16.209,0.0601,0.3787,-1.0
NGM,2019-09-27,0,15.245,15.891,0.7425,0.7542,0.0
NGM,2019-09-30,0,14.37,15.395,0.495,1.0216,0.0
NGM,2019-10-01,0,13.76,14.773,0.3677,1.0434,0.0
NGM,2019-10-02,0,13.415,14.268,0.1202,0.9989,0.0
NGM,2019-10-03,0,13.115,13.694,0.3041,0.6999,0.0
NGM,2019-10-04,0,13.0,13.37,0.1414,0.4286,0.0
NGM,2019-10-07,0,10.955,12.328,3.0335,1.9797,0.0
NGM,2019-10-08,0,9.825,11.796,1.4354,1.9431,0.0
NGM,2019-10-09,0,10.41,11.126,0.6081,1.8576,0.0
NGM,2019-10-10,0,10.18,10.622,0.2828,1.5766,0.0
NGM,2019-10-11,1,10.43,10.098,0.0707,0.7824,1.0
NGM,2019-10-14,0,10.365,10.386,0.1626,0.3156,-1.0
NGM,2019-10-15,0,10.255,10.27,0.0071,0.1876,0.0
NGM,2019-10-16,0,10.13,10.274,0.1838,0.1799,0.0
NGM,2019-10-17,0,10.285,10.312,0.4031,0.2229,0.0
NGM,2019-10-18,1,10.67,10.37,0.1414,0.3014,1.0
NGM,2019-10-21,1,11.03,10.578,0.3677,0.4947,0.0
NGM,2019-10-22,1,11.6,10.908,0.4384,0.7259,0.0
NGM,2019-10-23,1,12.03,11.338,0.1697,0.6894,0.0
NGM,2019-10-24,1,12.38,11.746,0.3253,0.7241,0.0
NGM,2019-10-25,1,12.735,12.164,0.1768,0.6148,0.0
NGM,2019-10-28,1,13.09,12.57,0.3253,0.5613,0.0
NGM,2019-10-29,1,13.255,12.826,0.0919,0.4694,0.0
NGM,2019-10-30,1,13.09,12.994,0.1414,0.2784,0.0
NGM,2019-10-31,1,13.245,13.172,0.3606,0.2551,0.0
NGM,2019-11-01,1,13.255,13.202,0.3465,0.2149,0.0
NGM,2019-11-04,0,12.165,12.802,1.195,0.8533,-1.0
NGM,2019-11-05,0,11.845,12.638,0.7425,0.8388,0.0
NGM,2019-11-06,0,12.56,12.59,0.2687,0.8203,0.0
NGM,2019-11-07,1,12.95,12.52,0.2828,0.7336,1.0
NGM,2019-11-08,1,12.98,12.48,0.2404,0.7051,0.0
NGM,2019-11-11,0,12.705,12.736,0.1485,0.287,-1.0
NGM,2019-11-12,0,12.705,12.824,0.1485,0.2014,0.0
NGM,2019-11-13,1,13.005,12.914,0.2758,0.2538,1.0
NGM,2019-11-14,1,13.04,12.86,0.2263,0.2171,0.0
NGM,2019-11-15,1,13.565,13.148,0.9687,0.6526,0.0
NGM,2019-11-18,1,14.34,13.514,0.1273,0.7709,0.0
NGM,2019-11-19,1,14.205,13.748,0.3182,0.6754,0.0
NGM,2019-11-20,1,14.16,13.976,0.2546,0.6354,0.0
NGM,2019-11-21,1,14.58,14.364,0.3394,0.3055,0.0
NGM,2019-11-22,1,14.63,14.402,0.2687,0.2995,0.0
NGM,2019-11-25,1,14.625,14.478,0.2616,0.352,0.0
NGM,2019-11-26,1,15.27,14.828,0.6505,0.5483,0.0
NGM,2019-11-27,1,15.925,15.184,0.2758,0.7071,0.0
NGM,2019-11-29,1,16.25,15.496,0.1838,0.8383,0.0
NGM,2019-12-02,1,16.45,15.912,0.099,0.6855,0.0
NGM,2019-12-03,1,16.88,16.398,0.5091,0.5585,0.0
NGM,2019-12-04,1,17.27,16.712,0.0424,0.5296,0.0
NGM,2019-12-05,1,17.03,16.84,0.3818,0.4159,0.0
NGM,2019-12-06,0,16.71,16.896,0.0707,0.3525,-1.0
NGM,2019-12-09,0,16.825,16.99,0.2333,0.283,0.0
NGM,2019-12-10,0,16.875,16.894,0.1626,0.2573,0.0
NGM,2019-12-11,1,17.025,16.892,0.3748,0.2533,1.0
NGM,2019-12-12,1,17.265,16.988,0.0354,0.2803,0.0
NGM,2019-12-13,1,17.72,17.296,0.6788,0.548,0.0
NGM,2019-12-16,1,18.35,17.598,0.2121,0.7248,0.0
NGM,2019-12-17,1,18.33,17.878,0.2404,0.5751,0.0
NGM,2019-12-18,1,18.44,18.164,0.396,0.565,0.0
NGM,2019-12-19,1,18.995,18.57,0.3889,0.4534,0.0
NGM,2019-12-20,1,18.985,18.67,0.4031,0.4039,0.0
NGM,2019-12-23,1,18.94,18.806,0.3394,0.4447,0.0
NGM,2019-12-24,1,19.19,19.014,0.0141,0.2796,0.0
NGM,2019-12-26,1,19.365,19.176,0.2333,0.3005,0.0
NGM,2019-12-27,1,19.605,19.258,0.1061,0.3784,0.0
NGM,2019-12-30,0,19.08,19.214,0.8485,0.4629,-1.0
NGM,2019-12-31,0,18.535,19.096,0.0778,0.5422,0.0
NGM,2020-01-02,0,18.62,18.986,0.0424,0.5708,0.0
NGM,2020-01-03,0,18.515,18.756,0.1909,0.5268,0.0
NGM,2020-01-06,0,18.22,18.432,0.2263,0.2323,0.0
NGM,2020-01-07,0,18.165,18.39,0.1485,0.2403,0.0
NGM,2020-01-08,0,18.275,18.328,0.0071,0.2144,0.0
NGM,2020-01-09,0,18.04,18.158,0.3394,0.2316,0.0
