Date,ticker,stock,holdings,cash,total,returns
2019-10-31,IFSPF,0.0,0.0,3020.1,3020.1,-0.0019
2019-11-01,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-04,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-05,IFSPF,362.4,362.4,2657.7,3020.1,0.0
2019-11-06,IFSPF,362.4,362.4,2657.7,3020.1,0.0
2019-11-07,IFSPF,362.4,362.4,2657.7,3020.1,0.0
2019-11-08,IFSPF,0.0,0.0,3020.1,3020.1,-0.0
2019-11-11,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-12,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-13,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-14,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-15,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-18,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-19,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-20,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-21,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-22,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-25,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-26,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-27,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2019-11-29,IFSPF,361.5,361.5,2658.6,3020.1,0.0
2019-12-02,IFSPF,0.0,0.0,3011.7,3011.7,-0.0028
2019-12-03,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-04,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-05,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-06,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-09,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-10,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-11,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-12,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-13,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-16,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-17,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-18,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-19,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-20,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-23,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-24,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-26,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-27,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-30,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2019-12-31,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-02,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-03,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-06,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-07,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-08,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-09,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-10,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-13,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-14,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-15,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-16,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-17,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-21,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-22,IFSPF,355.5,355.5,2656.2,3011.7,0.0
2020-01-23,IFSPF,355.5,355.5,2656.2,3011.7,0.0
2020-01-24,IFSPF,355.5,355.5,2656.2,3011.7,0.0
2020-01-27,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-28,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-29,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-30,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-01-31,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-03,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-04,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-05,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-06,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-07,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-10,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-11,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-12,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-13,IFSPF,0.0,0.0,3011.7,3011.7,0.0
2020-02-14,IFSPF,368.4,368.4,2643.3,3011.7,0.0
2020-02-18,IFSPF,368.4,368.4,2643.3,3011.7,0.0
2020-02-19,IFSPF,0.0,0.0,2991.6,2991.6,-0.0067
2020-02-20,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-21,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-24,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-25,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-26,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-27,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-02-28,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-02,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-03,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-04,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-05,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-06,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-09,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-10,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-11,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-12,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-13,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-16,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-17,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-18,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-19,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-20,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-23,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-24,IFSPF,0.0,0.0,2991.6,2991.6,0.0
2020-03-25,IFSPF,115.2,115.2,2876.4,2991.6,0.0
2020-03-26,IFSPF,0.0,0.0,3020.1,3020.1,0.0095
2020-03-27,IFSPF,0.0,0.0,3020.1,3020.1,0.0
2020-03-30,IFSPF,125.1,125.1,2895.0,3020.1,0.0
2020-03-31,IFSPF,0.0,0.0,3032.7,3032.7,0.0042
2020-04-01,IFSPF,0.0,0.0,3032.7,3032.7,0.0
2020-04-02,IFSPF,0.0,0.0,3032.7,3032.7,0.0
2020-04-03,IFSPF,0.0,0.0,3032.7,3032.7,0.0
2020-04-06,IFSPF,0.0,0.0,3032.7,3032.7,0.0
2020-04-07,IFSPF,0.0,0.0,3032.7,3032.7,0.0
2020-04-08,IFSPF,148.8,148.8,2883.9,3032.7,0.0
2020-04-09,IFSPF,0.0,0.0,3042.9,3042.9,0.0034
2020-04-13,IFSPF,158.4,158.4,2884.5,3042.9,0.0
2020-04-14,IFSPF,0.0,0.0,3051.0,3051.0,0.0027
2020-04-15,IFSPF,0.0,0.0,3051.0,3051.0,0.0
2020-04-16,IFSPF,0.0,0.0,3051.0,3051.0,0.0
2020-04-17,IFSPF,0.0,0.0,3051.0,3051.0,0.0
2020-04-20,IFSPF,0.0,0.0,3051.0,3051.0,0.0
2020-04-21,IFSPF,0.0,0.0,3051.0,3051.0,0.0
2020-04-22,IFSPF,134.4,134.4,2916.6,3051.0,0.0
2020-04-23,IFSPF,0.0,0.0,3059.1,3059.1,0.0027
2020-04-24,IFSPF,144.0,144.0,2915.1,3059.1,0.0
2020-04-27,IFSPF,0.0,0.0,3068.7,3068.7,0.0031
2020-04-28,IFSPF,0.0,0.0,3068.7,3068.7,0.0
2020-04-29,IFSPF,0.0,0.0,3068.7,3068.7,0.0
2020-04-30,IFSPF,185.7,185.7,2883.0,3068.7,0.0
2020-05-01,IFSPF,0.0,0.0,3050.4,3050.4,-0.006
2020-05-04,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-05,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-06,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-07,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-08,IFSPF,168.0,168.0,2882.4,3050.4,0.0
2020-05-11,IFSPF,168.0,168.0,2882.4,3050.4,0.0
2020-05-12,IFSPF,168.0,168.0,2882.4,3050.4,0.0
2020-05-13,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-14,IFSPF,0.0,0.0,3050.4,3050.4,0.0
2020-05-15,IFSPF,176.1,176.1,2874.3,3050.4,0.0
2020-05-18,IFSPF,175.8,175.8,2874.3,3050.1,-0.0001
2020-05-19,IFSPF,0.0,0.0,3082.2,3082.2,0.0105
2020-05-20,IFSPF,207.0,207.0,2875.2,3082.2,0.0
2020-05-21,IFSPF,210.0,210.0,2875.2,3085.2,0.001
2020-05-22,IFSPF,210.0,210.0,2875.2,3085.2,0.0
2020-05-26,IFSPF,213.3,213.3,2875.2,3088.5,0.0011
2020-05-27,IFSPF,0.0,0.0,3093.9,3093.9,0.0017
2020-05-28,IFSPF,0.0,0.0,3093.9,3093.9,0.0
2020-05-29,IFSPF,0.0,0.0,3093.9,3093.9,0.0
2020-06-01,IFSPF,0.0,0.0,3093.9,3093.9,0.0
2020-06-02,IFSPF,0.0,0.0,3093.9,3093.9,0.0
2020-06-03,IFSPF,225.0,225.0,2868.9,3093.9,0.0
2020-06-04,IFSPF,0.0,0.0,3105.9,3105.9,0.0039
2020-06-05,IFSPF,0.0,0.0,3105.9,3105.9,0.0
2020-06-08,IFSPF,255.0,255.0,2850.9,3105.9,0.0
2020-06-09,IFSPF,0.0,0.0,3099.3,3099.3,-0.0021
2020-06-10,IFSPF,0.0,0.0,3099.3,3099.3,0.0
2020-06-11,IFSPF,0.0,0.0,3099.3,3099.3,0.0
2020-06-12,IFSPF,0.0,0.0,3099.3,3099.3,0.0
2020-06-15,IFSPF,0.0,0.0,3099.3,3099.3,0.0
2020-06-16,IFSPF,0.0,0.0,3099.3,3099.3,0.0
2020-06-17,IFSPF,215.4,215.4,2883.9,3099.3,0.0
2020-06-18,IFSPF,216.0,216.0,2883.9,3099.9,0.0002
2020-06-19,IFSPF,0.0,0.0,3122.1,3122.1,0.0072
2020-06-22,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-23,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-24,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-25,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-26,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-29,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-06-30,IFSPF,0.0,0.0,3122.1,3122.1,0.0
2020-07-01,IFSPF,242.4,242.4,2879.7,3122.1,0.0
2020-07-02,IFSPF,0.0,0.0,3147.3,3147.3,0.0081
2020-07-06,IFSPF,268.8,268.8,2878.5,3147.3,0.0
2020-07-07,IFSPF,269.7,269.7,2878.5,3148.2,0.0003
2020-07-08,IFSPF,271.2,271.2,2878.5,3149.7,0.0005
2020-07-09,IFSPF,0.0,0.0,3154.8,3154.8,0.0016
2020-07-10,IFSPF,0.0,0.0,3154.8,3154.8,0.0
2020-07-13,IFSPF,297.0,297.0,2857.8,3154.8,0.0
2020-07-14,IFSPF,0.0,0.0,3146.7,3146.7,-0.0026
2020-07-15,IFSPF,0.0,0.0,3146.7,3146.7,0.0
2020-07-16,IFSPF,307.8,307.8,2838.9,3146.7,0.0
2020-07-17,IFSPF,0.0,0.0,3165.9,3165.9,0.0061
2020-07-20,IFSPF,326.7,326.7,2839.2,3165.9,-0.0
2020-07-21,IFSPF,328.8,328.8,2839.2,3168.0,0.0007
2020-07-22,IFSPF,0.0,0.0,3154.8,3154.8,-0.0042
2020-07-23,IFSPF,0.0,0.0,3154.8,3154.8,0.0
2020-07-24,IFSPF,0.0,0.0,3154.8,3154.8,0.0
2020-07-27,IFSPF,0.0,0.0,3154.8,3154.8,0.0
2020-07-28,IFSPF,0.0,0.0,3154.8,3154.8,0.0
2020-07-29,IFSPF,346.8,346.8,2808.0,3154.8,0.0
2020-07-30,IFSPF,348.0,348.0,2808.0,3156.0,0.0004
2020-07-31,IFSPF,351.3,351.3,2808.0,3159.3,0.001
2020-08-03,IFSPF,351.3,351.3,2808.0,3159.3,0.0
2020-08-04,IFSPF,350.4,350.4,2808.0,3158.4,-0.0003
2020-08-05,IFSPF,0.0,0.0,3163.8,3163.8,0.0017
2020-08-06,IFSPF,0.0,0.0,3163.8,3163.8,0.0
2020-08-07,IFSPF,0.0,0.0,3163.8,3163.8,0.0
2020-08-10,IFSPF,367.5,367.5,2796.3,3163.8,0.0
2020-08-11,IFSPF,0.0,0.0,3153.3,3153.3,-0.0033
2020-08-12,IFSPF,0.0,0.0,3153.3,3153.3,0.0
2020-08-13,IFSPF,0.0,0.0,3153.3,3153.3,0.0
2020-08-14,IFSPF,366.3,366.3,2787.0,3153.3,0.0
2020-08-17,IFSPF,0.0,0.0,3168.6,3168.6,0.0049
2020-08-18,IFSPF,0.0,0.0,3168.6,3168.6,0.0
2020-08-19,IFSPF,0.0,0.0,3168.6,3168.6,0.0
2020-08-20,IFSPF,417.3,417.3,2751.3,3168.6,0.0
2020-08-21,IFSPF,0.0,0.0,3173.4,3173.4,0.0015
2020-08-24,IFSPF,420.9,420.9,2752.5,3173.4,0.0
2020-08-25,IFSPF,0.0,0.0,3166.5,3166.5,-0.0022
2020-08-26,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-08-27,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-08-28,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-08-31,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-01,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-02,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-03,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-04,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-08,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-09,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-10,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2020-09-11,IFSPF,0.0,0.0,3166.5,3166.5,0.0
2019-04-04,NGM,0.0,0.0,3000.0,3000.0,
2019-04-05,NGM,0.0,0.0,3000.0,3000.0,0.0
2019-04-08,NGM,456.6,456.6,2543.4,3000.0,0.0
2019-04-09,NGM,0.0,0.0,3017.1,3017.1,0.0057
2019-04-10,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-11,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-12,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-15,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-16,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-17,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-18,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-22,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-23,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-24,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-25,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-26,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-29,NGM,0.0,0.0,3017.1,3017.1,0.0
2019-04-30,NGM,479.1,479.1,2538.0,3017.1,0.0
2019-05-01,NGM,480.0,480.0,2538.0,3018.0,0.0003
2019-05-02,NGM,477.0,477.0,2538.0,3015.0,-0.001
2019-05-03,NGM,0.0,0.0,3016.5,3016.5,0.0005
2019-05-06,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-07,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-08,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-09,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-10,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-13,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-14,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-15,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-16,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-17,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-20,NGM,0.0,0.0,3016.5,3016.5,0.0
2019-05-21,NGM,405.0,405.0,2611.5,3016.5,0.0
2019-05-22,NGM,0.0,0.0,3045.6,3045.6,0.0096
2019-05-23,NGM,0.0,0.0,3045.6,3045.6,0.0
2019-05-24,NGM,450.0,450.0,2595.6,3045.6,0.0
2019-05-28,NGM,450.0,450.0,2595.6,3045.6,0.0
2019-05-29,NGM,447.0,447.0,2595.6,3042.6,-0.001
2019-05-30,NGM,0.0,0.0,3041.7,3041.7,-0.0003
2019-05-31,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-03,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-04,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-05,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-06,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-07,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-10,NGM,0.0,0.0,3041.7,3041.7,0.0
2019-06-11,NGM,414.3,414.3,2627.4,3041.7,0.0
2019-06-12,NGM,0.0,0.0,3030.9,3030.9,-0.0036
2019-06-13,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-14,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-17,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-18,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-19,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-20,NGM,0.0,0.0,3030.9,3030.9,0.0
2019-06-21,NGM,416.1,416.1,2614.8,3030.9,0.0
2019-06-24,NGM,417.3,417.3,2614.8,3032.1,0.0004
2019-06-25,NGM,0.0,0.0,3040.2,3040.2,0.0027
2019-06-26,NGM,0.0,0.0,3040.2,3040.2,0.0
2019-06-27,NGM,0.0,0.0,3040.2,3040.2,0.0
2019-06-28,NGM,442.5,442.5,2597.7,3040.2,0.0
2019-07-01,NGM,0.0,0.0,3047.7,3047.7,0.0025
2019-07-02,NGM,449.4,449.4,2598.3,3047.7,0.0
2019-07-03,NGM,0.0,0.0,3032.1,3032.1,-0.0051
2019-07-05,NGM,0.0,0.0,3032.1,3032.1,0.0
2019-07-08,NGM,0.0,0.0,3032.1,3032.1,0.0
2019-07-09,NGM,0.0,0.0,3032.1,3032.1,0.0
2019-07-10,NGM,0.0,0.0,3032.1,3032.1,0.0
2019-07-11,NGM,416.7,416.7,2615.4,3032.1,-0.0
2019-07-12,NGM,418.5,418.5,2615.4,3033.9,0.0006
2019-07-15,NGM,0.0,0.0,3024.9,3024.9,-0.003
2019-07-16,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-17,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-18,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-19,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-22,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-23,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-24,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-25,NGM,0.0,0.0,3024.9,3024.9,0.0
2019-07-26,NGM,404.7,404.7,2620.2,3024.9,0.0
2019-07-29,NGM,0.0,0.0,3030.0,3030.0,0.0017
2019-07-30,NGM,411.6,411.6,2618.4,3030.0,-0.0
2019-07-31,NGM,0.0,0.0,3041.1,3041.1,0.0037
